Continent_Name,2000,2005,2010,2015,2018
Africa,0.77869,0.80131,0.78109,0.87743,0.90583
Asia,0.94153,0.95803,0.93871,0.94682,0.92511
Europe,0.34359,0.34103,0.29058,0.2557,0.25157
North_America,0.3435,0.35523,0.36396,0.38853,0.38764
Oceania,0.87606,0.92856,0.96792,1.00361,0.99657
South_America,0.25552,0.22647,0.19211,0.21888,0.27909
