Cluster,Cont_Curent,Datorie_Publica,Inflatia
1,-0.7599999999999999,127.19666666666667,4.308333333333333
2,7.1899999999999995,47.3125,4.9575
3,-0.257142857142857,59.628571428571426,8.465714285714286
